,Unnamed: 0,Country,Continents,Unit,Country_Code,Weight,Type,Type of Coffee,Date,Price,unit_price(/kg)
17880,17880,Burundi,Africa,kg,BIF,1,P,Arabica,Jul-1965,35.0,35.0
17881,17881,Cameroon,Africa,kg,XAF,1,G,Robusta,Jul-1965,127.0,127.0
17882,17882,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Jul-1965,90.0,90.0
17883,17883,Ethiopia,Africa,kg,ETB,17,G,Arabica,Jul-1965,23.39,1.38
17885,17885,Kenya,Africa,kg,KES,50,G,Arabica,Jul-1965,313.0,6.26
17886,17886,Madagascar,Africa,kg,MGF,1,G,Robusta,Jul-1965,100.0,100.0
17887,17887,Togo,Africa,kg,XAF,1,G,Robusta,Jul-1965,75.0,75.0
17888,17888,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Jul-1965,228.81,4.98
17889,17889,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Jul-1965,36.8,0.8
17890,17890,Brazil,South America,kg,CRZ,60,G,Arabica,Jul-1965,26455.2,440.92
17891,17891,Colombia,South America,kg,COP,125,P,Arabica,Jul-1965,716.92,5.74
17892,17892,Venezuela,South America,SQ,VEB,1,G,Arabica,Jul-1965,123.0,2.68
18476,18476,Burundi,Africa,kg,BIF,1,P,Arabica,Aug-1965,35.0,35.0
18477,18477,Cameroon,Africa,kg,XAF,1,G,Robusta,Aug-1965,127.0,127.0
18478,18478,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Aug-1965,90.0,90.0
18479,18479,Ethiopia,Africa,kg,ETB,17,G,Arabica,Aug-1965,23.39,1.38
18481,18481,Kenya,Africa,kg,KES,50,G,Arabica,Aug-1965,313.0,6.26
18482,18482,Madagascar,Africa,kg,MGF,1,G,Robusta,Aug-1965,100.0,100.0
18483,18483,Togo,Africa,kg,XAF,1,G,Robusta,Aug-1965,75.0,75.0
18484,18484,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Aug-1965,228.81,4.98
18485,18485,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Aug-1965,36.8,0.8
18486,18486,Brazil,South America,kg,CRZ,60,G,Arabica,Aug-1965,26455.2,440.92
18487,18487,Colombia,South America,kg,COP,125,P,Arabica,Aug-1965,716.92,5.74
18488,18488,Venezuela,South America,SQ,VEB,1,G,Arabica,Aug-1965,123.0,2.68
19072,19072,Burundi,Africa,kg,BIF,1,P,Arabica,Sep-1965,35.0,35.0
19073,19073,Cameroon,Africa,kg,XAF,1,G,Robusta,Sep-1965,127.0,127.0
19074,19074,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Sep-1965,90.0,90.0
19075,19075,Ethiopia,Africa,kg,ETB,17,G,Arabica,Sep-1965,23.39,1.38
19077,19077,Kenya,Africa,kg,KES,50,G,Arabica,Sep-1965,293.0,5.86
19078,19078,Madagascar,Africa,kg,MGF,1,G,Robusta,Sep-1965,100.0,100.0
19079,19079,Togo,Africa,kg,XAF,1,G,Robusta,Sep-1965,75.0,75.0
19080,19080,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Sep-1965,228.81,4.98
19081,19081,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Sep-1965,36.8,0.8
19082,19082,Brazil,South America,kg,CRZ,60,G,Arabica,Sep-1965,26455.2,440.92
19083,19083,Colombia,South America,kg,COP,125,P,Arabica,Sep-1965,716.92,5.74
19084,19084,Venezuela,South America,SQ,VEB,1,G,Arabica,Sep-1965,123.0,2.68
19668,19668,Burundi,Africa,kg,BIF,1,P,Arabica,Oct-1965,35.0,35.0
19669,19669,Cameroon,Africa,kg,XAF,1,G,Robusta,Oct-1965,100.0,100.0
19670,19670,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Oct-1965,75.0,75.0
19671,19671,Ethiopia,Africa,kg,ETB,17,G,Arabica,Oct-1965,23.7,1.39
19673,19673,Kenya,Africa,kg,KES,50,G,Arabica,Oct-1965,293.0,5.86
19674,19674,Madagascar,Africa,kg,MGF,1,G,Robusta,Oct-1965,100.0,100.0
19675,19675,Togo,Africa,kg,XAF,1,G,Robusta,Oct-1965,70.0,70.0
19676,19676,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Oct-1965,282.81,6.16
19677,19677,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Oct-1965,33.58,0.73
19678,19678,Brazil,South America,kg,CRZ,60,G,Arabica,Oct-1965,26455.2,440.92
19679,19679,Colombia,South America,kg,COP,125,P,Arabica,Oct-1965,716.92,5.74
19680,19680,Venezuela,South America,SQ,VEB,1,G,Arabica,Oct-1965,123.0,2.68
20264,20264,Burundi,Africa,kg,BIF,1,P,Arabica,Nov-1965,35.0,35.0
20265,20265,Cameroon,Africa,kg,XAF,1,G,Robusta,Nov-1965,100.0,100.0
20266,20266,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Nov-1965,75.0,75.0
20267,20267,Ethiopia,Africa,kg,ETB,17,G,Arabica,Nov-1965,23.7,1.39
20269,20269,Kenya,Africa,kg,KES,50,G,Arabica,Nov-1965,293.0,5.86
20270,20270,Madagascar,Africa,kg,MGF,1,G,Robusta,Nov-1965,100.0,100.0
20271,20271,Togo,Africa,kg,XAF,1,G,Robusta,Nov-1965,70.0,70.0
20272,20272,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Nov-1965,282.81,6.16
20273,20273,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Nov-1965,33.58,0.73
20274,20274,Brazil,South America,kg,CRZ,60,G,Arabica,Nov-1965,26455.2,440.92
20275,20275,Colombia,South America,kg,COP,125,P,Arabica,Nov-1965,716.92,5.74
20276,20276,Venezuela,South America,SQ,VEB,1,G,Arabica,Nov-1965,123.0,2.68
20860,20860,Burundi,Africa,kg,BIF,1,P,Arabica,Dec-1965,35.0,35.0
20861,20861,Cameroon,Africa,kg,XAF,1,G,Robusta,Dec-1965,100.0,100.0
20862,20862,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Dec-1965,75.0,75.0
20863,20863,Ethiopia,Africa,kg,ETB,17,G,Arabica,Dec-1965,23.7,1.39
20865,20865,Kenya,Africa,kg,KES,50,G,Arabica,Dec-1965,293.0,5.86
20866,20866,Madagascar,Africa,kg,MGF,1,G,Robusta,Dec-1965,100.0,100.0
20867,20867,Togo,Africa,kg,XAF,1,G,Robusta,Dec-1965,70.0,70.0
20868,20868,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Dec-1965,282.81,6.16
20869,20869,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Dec-1965,33.58,0.73
20870,20870,Brazil,South America,kg,CRZ,60,G,Arabica,Dec-1965,26455.2,440.92
20871,20871,Colombia,South America,kg,COP,125,P,Arabica,Dec-1965,716.92,5.74
20872,20872,Venezuela,South America,SQ,VEB,1,G,Arabica,Dec-1965,123.0,2.68
21456,21456,Burundi,Africa,kg,BIF,1,P,Arabica,Jan-1966,35.0,35.0
21457,21457,Cameroon,Africa,kg,XAF,1,G,Robusta,Jan-1966,100.0,100.0
21458,21458,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Jan-1966,75.0,75.0
21459,21459,Ethiopia,Africa,kg,ETB,17,G,Arabica,Jan-1966,23.7,1.39
21461,21461,Kenya,Africa,kg,KES,50,G,Arabica,Jan-1966,293.0,5.86
21462,21462,Madagascar,Africa,kg,MGF,1,G,Robusta,Jan-1966,100.0,100.0
21463,21463,Togo,Africa,kg,XAF,1,G,Robusta,Jan-1966,70.0,70.0
21464,21464,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Jan-1966,282.81,6.16
21465,21465,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Jan-1966,33.58,0.73
21466,21466,Brazil,South America,kg,CRZ,60,G,Arabica,Jan-1966,26455.2,440.92
21467,21467,Colombia,South America,kg,COP,125,P,Arabica,Jan-1966,756.92,6.06
21468,21468,Venezuela,South America,SQ,VEB,1,G,Arabica,Jan-1966,123.0,2.68
22052,22052,Burundi,Africa,kg,BIF,1,P,Arabica,Feb-1966,35.0,35.0
22053,22053,Cameroon,Africa,kg,XAF,1,G,Robusta,Feb-1966,100.0,100.0
22054,22054,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Feb-1966,75.0,75.0
22055,22055,Ethiopia,Africa,kg,ETB,17,G,Arabica,Feb-1966,23.7,1.39
22057,22057,Kenya,Africa,kg,KES,50,G,Arabica,Feb-1966,293.0,5.86
22058,22058,Madagascar,Africa,kg,MGF,1,G,Robusta,Feb-1966,100.0,100.0
22059,22059,Togo,Africa,kg,XAF,1,G,Robusta,Feb-1966,70.0,70.0
22060,22060,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Feb-1966,282.81,6.16
22061,22061,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Feb-1966,33.58,0.73
22062,22062,Brazil,South America,kg,CRZ,60,G,Arabica,Feb-1966,26455.2,440.92
22063,22063,Colombia,South America,kg,COP,125,P,Arabica,Feb-1966,756.92,6.06
22064,22064,Venezuela,South America,SQ,VEB,1,G,Arabica,Feb-1966,123.0,2.68
22648,22648,Burundi,Africa,kg,BIF,1,P,Arabica,Mar-1966,35.0,35.0
22649,22649,Cameroon,Africa,kg,XAF,1,G,Robusta,Mar-1966,100.0,100.0
22650,22650,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Mar-1966,75.0,75.0
22651,22651,Ethiopia,Africa,kg,ETB,17,G,Arabica,Mar-1966,23.7,1.39
22653,22653,Kenya,Africa,kg,KES,50,G,Arabica,Mar-1966,293.0,5.86
22654,22654,Madagascar,Africa,kg,MGF,1,G,Robusta,Mar-1966,100.0,100.0
22655,22655,Togo,Africa,kg,XAF,1,G,Robusta,Mar-1966,70.0,70.0
22656,22656,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Mar-1966,282.81,6.16
22657,22657,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Mar-1966,33.58,0.73
22658,22658,Brazil,South America,kg,CRZ,60,G,Arabica,Mar-1966,26455.2,440.92
22659,22659,Colombia,South America,kg,COP,125,P,Arabica,Mar-1966,756.92,6.06
22660,22660,Venezuela,South America,SQ,VEB,1,G,Arabica,Mar-1966,123.0,2.68
23244,23244,Burundi,Africa,kg,BIF,1,P,Arabica,Apr-1966,36.0,36.0
23245,23245,Cameroon,Africa,kg,XAF,1,G,Robusta,Apr-1966,100.0,100.0
23246,23246,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Apr-1966,75.0,75.0
23247,23247,Ethiopia,Africa,kg,ETB,17,G,Arabica,Apr-1966,23.7,1.39
23249,23249,Kenya,Africa,kg,KES,50,G,Arabica,Apr-1966,293.0,5.86
23250,23250,Madagascar,Africa,kg,MGF,1,G,Robusta,Apr-1966,100.0,100.0
23251,23251,Togo,Africa,kg,XAF,1,G,Robusta,Apr-1966,70.0,70.0
23252,23252,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Apr-1966,282.81,6.16
23253,23253,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Apr-1966,33.58,0.73
23254,23254,Brazil,South America,kg,CRZ,60,G,Arabica,Apr-1966,26455.2,440.92
23255,23255,Colombia,South America,kg,COP,125,P,Arabica,Apr-1966,756.92,6.06
23256,23256,Venezuela,South America,SQ,VEB,1,G,Arabica,Apr-1966,123.0,2.68
23840,23840,Burundi,Africa,kg,BIF,1,P,Arabica,May-1966,36.0,36.0
23841,23841,Cameroon,Africa,kg,XAF,1,G,Robusta,May-1966,100.0,100.0
23842,23842,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,May-1966,75.0,75.0
23843,23843,Ethiopia,Africa,kg,ETB,17,G,Arabica,May-1966,23.7,1.39
23845,23845,Kenya,Africa,kg,KES,50,G,Arabica,May-1966,293.0,5.86
23846,23846,Madagascar,Africa,kg,MGF,1,G,Robusta,May-1966,100.0,100.0
23847,23847,Togo,Africa,kg,XAF,1,G,Robusta,May-1966,70.0,70.0
23848,23848,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,May-1966,282.81,6.16
23849,23849,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,May-1966,33.58,0.73
23850,23850,Brazil,South America,kg,CRZ,60,G,Arabica,May-1966,26455.2,440.92
23851,23851,Colombia,South America,kg,COP,125,P,Arabica,May-1966,756.92,6.06
23852,23852,Venezuela,South America,SQ,VEB,1,G,Arabica,May-1966,123.0,2.68
24436,24436,Burundi,Africa,kg,BIF,1,P,Arabica,Jun-1966,36.0,36.0
24437,24437,Cameroon,Africa,kg,XAF,1,G,Robusta,Jun-1966,100.0,100.0
24438,24438,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Jun-1966,75.0,75.0
24439,24439,Ethiopia,Africa,kg,ETB,17,G,Arabica,Jun-1966,23.7,1.39
24441,24441,Kenya,Africa,kg,KES,50,G,Arabica,Jun-1966,293.0,5.86
24442,24442,Madagascar,Africa,kg,MGF,1,G,Robusta,Jun-1966,100.0,100.0
24443,24443,Togo,Africa,kg,XAF,1,G,Robusta,Jun-1966,70.0,70.0
24444,24444,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Jun-1966,282.81,6.16
24445,24445,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Jun-1966,33.58,0.73
24446,24446,Brazil,South America,kg,CRZ,60,G,Arabica,Jun-1966,26455.2,440.92
24447,24447,Colombia,South America,kg,COP,125,P,Arabica,Jun-1966,756.92,6.06
24448,24448,Venezuela,South America,SQ,VEB,1,G,Arabica,Jun-1966,123.0,2.68
25032,25032,Burundi,Africa,kg,BIF,1,P,Arabica,Jul-1966,36.0,36.0
25033,25033,Cameroon,Africa,kg,XAF,1,G,Robusta,Jul-1966,100.0,100.0
25034,25034,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Jul-1966,75.0,75.0
25035,25035,Ethiopia,Africa,kg,ETB,17,G,Arabica,Jul-1966,23.7,1.39
25037,25037,Kenya,Africa,kg,KES,50,G,Arabica,Jul-1966,293.0,5.86
25038,25038,Madagascar,Africa,kg,MGF,1,G,Robusta,Jul-1966,100.0,100.0
25039,25039,Togo,Africa,kg,XAF,1,G,Robusta,Jul-1966,70.0,70.0
25040,25040,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Jul-1966,282.81,6.16
25041,25041,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Jul-1966,33.58,0.73
25042,25042,Brazil,South America,kg,CRZ,60,G,Arabica,Jul-1966,26455.2,440.92
25043,25043,Colombia,South America,kg,COP,125,P,Arabica,Jul-1966,756.92,6.06
25044,25044,Venezuela,South America,SQ,VEB,1,G,Arabica,Jul-1966,123.0,2.68
25628,25628,Burundi,Africa,kg,BIF,1,P,Arabica,Aug-1966,36.0,36.0
25629,25629,Cameroon,Africa,kg,XAF,1,G,Robusta,Aug-1966,100.0,100.0
25630,25630,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Aug-1966,75.0,75.0
25631,25631,Ethiopia,Africa,kg,ETB,17,G,Arabica,Aug-1966,23.7,1.39
25633,25633,Kenya,Africa,kg,KES,50,G,Arabica,Aug-1966,293.0,5.86
25634,25634,Madagascar,Africa,kg,MGF,1,G,Robusta,Aug-1966,100.0,100.0
25635,25635,Togo,Africa,kg,XAF,1,G,Robusta,Aug-1966,70.0,70.0
25636,25636,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Aug-1966,282.81,6.16
25637,25637,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Aug-1966,33.58,0.73
25638,25638,Brazil,South America,kg,CRZ,60,G,Arabica,Aug-1966,26455.2,440.92
25639,25639,Colombia,South America,kg,COP,125,P,Arabica,Aug-1966,756.92,6.06
25640,25640,Venezuela,South America,SQ,VEB,1,G,Arabica,Aug-1966,123.0,2.68
26224,26224,Burundi,Africa,kg,BIF,1,P,Arabica,Sep-1966,36.0,36.0
26225,26225,Cameroon,Africa,kg,XAF,1,G,Robusta,Sep-1966,100.0,100.0
26226,26226,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Sep-1966,75.0,75.0
26227,26227,Ethiopia,Africa,kg,ETB,17,G,Arabica,Sep-1966,23.7,1.39
26229,26229,Kenya,Africa,kg,KES,50,G,Arabica,Sep-1966,261.0,5.22
26230,26230,Madagascar,Africa,kg,MGF,1,G,Robusta,Sep-1966,100.0,100.0
26231,26231,Togo,Africa,kg,XAF,1,G,Robusta,Sep-1966,70.0,70.0
26232,26232,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Sep-1966,282.81,6.16
26233,26233,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Sep-1966,33.58,0.73
26234,26234,Brazil,South America,kg,CRZ,60,G,Arabica,Sep-1966,26455.2,440.92
26235,26235,Colombia,South America,kg,COP,125,P,Arabica,Sep-1966,756.92,6.06
26236,26236,Venezuela,South America,SQ,VEB,1,G,Arabica,Sep-1966,123.0,2.68
26820,26820,Burundi,Africa,kg,BIF,1,P,Arabica,Oct-1966,36.0,36.0
26821,26821,Cameroon,Africa,kg,XAF,1,G,Robusta,Oct-1966,115.0,115.0
26822,26822,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Oct-1966,90.0,90.0
26823,26823,Ethiopia,Africa,kg,ETB,17,G,Arabica,Oct-1966,20.98,1.23
26824,26824,Gabon,Africa,kg,XAF,1,D,Robusta,Oct-1966,50.0,50.0
26825,26825,Kenya,Africa,kg,KES,50,G,Arabica,Oct-1966,261.0,5.22
26826,26826,Madagascar,Africa,kg,MGF,1,G,Robusta,Oct-1966,100.0,100.0
26827,26827,Togo,Africa,kg,XAF,1,G,Robusta,Oct-1966,70.0,70.0
26828,26828,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Oct-1966,258.38,5.63
26829,26829,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Oct-1966,33.17,0.72
26830,26830,Brazil,South America,kg,CRZ,60,G,Arabica,Oct-1966,26455.2,440.92
26831,26831,Colombia,South America,kg,COP,125,P,Arabica,Oct-1966,756.92,6.06
26832,26832,Venezuela,South America,SQ,VEB,1,G,Arabica,Oct-1966,123.0,2.68
27416,27416,Burundi,Africa,kg,BIF,1,P,Arabica,Nov-1966,36.0,36.0
27417,27417,Cameroon,Africa,kg,XAF,1,G,Robusta,Nov-1966,115.0,115.0
27418,27418,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Nov-1966,90.0,90.0
27419,27419,Ethiopia,Africa,kg,ETB,17,G,Arabica,Nov-1966,20.98,1.23
27420,27420,Gabon,Africa,kg,XAF,1,D,Robusta,Nov-1966,50.0,50.0
27421,27421,Kenya,Africa,kg,KES,50,G,Arabica,Nov-1966,261.0,5.22
27422,27422,Madagascar,Africa,kg,MGF,1,G,Robusta,Nov-1966,100.0,100.0
27423,27423,Togo,Africa,kg,XAF,1,G,Robusta,Nov-1966,70.0,70.0
27424,27424,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Nov-1966,258.38,5.63
27425,27425,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Nov-1966,33.17,0.72
27426,27426,Brazil,South America,kg,CRZ,60,G,Arabica,Nov-1966,26455.2,440.92
27427,27427,Colombia,South America,kg,COP,125,P,Arabica,Nov-1966,756.92,6.06
27428,27428,Venezuela,South America,SQ,VEB,1,G,Arabica,Nov-1966,123.0,2.68
28012,28012,Burundi,Africa,kg,BIF,1,P,Arabica,Dec-1966,36.0,36.0
28013,28013,Cameroon,Africa,kg,XAF,1,G,Robusta,Dec-1966,115.0,115.0
28014,28014,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Dec-1966,90.0,90.0
28015,28015,Ethiopia,Africa,kg,ETB,17,G,Arabica,Dec-1966,20.98,1.23
28016,28016,Gabon,Africa,kg,XAF,1,D,Robusta,Dec-1966,50.0,50.0
28017,28017,Kenya,Africa,kg,KES,50,G,Arabica,Dec-1966,261.0,5.22
28018,28018,Madagascar,Africa,kg,MGF,1,G,Robusta,Dec-1966,100.0,100.0
28019,28019,Togo,Africa,kg,XAF,1,G,Robusta,Dec-1966,70.0,70.0
28020,28020,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Dec-1966,258.38,5.63
28021,28021,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Dec-1966,33.17,0.72
28022,28022,Brazil,South America,kg,CRZ,60,G,Arabica,Dec-1966,26455.2,440.92
28023,28023,Colombia,South America,kg,COP,125,P,Arabica,Dec-1966,756.92,6.06
28024,28024,Venezuela,South America,SQ,VEB,1,G,Arabica,Dec-1966,123.0,2.68
28621,28621,Burundi,Africa,kg,BIF,1,P,Arabica,Jan-1967,36.0,36.0
28622,28622,Cameroon,Africa,kg,XAF,1,G,Robusta,Jan-1967,115.0,115.0
28623,28623,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Jan-1967,90.0,90.0
28624,28624,Ethiopia,Africa,kg,ETB,17,G,Arabica,Jan-1967,20.98,1.23
28625,28625,Gabon,Africa,kg,XAF,1,D,Robusta,Jan-1967,50.0,50.0
28626,28626,Kenya,Africa,kg,KES,50,G,Arabica,Jan-1967,261.0,5.22
28627,28627,Madagascar,Africa,kg,MGF,1,G,Robusta,Jan-1967,100.0,100.0
28628,28628,Togo,Africa,kg,XAF,1,G,Robusta,Jan-1967,70.0,70.0
28630,28630,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Jan-1967,258.38,5.63
28632,28632,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Jan-1967,33.17,0.72
28633,28633,Brazil,South America,kg,CRZ,60,G,Arabica,Jan-1967,26455.2,440.92
28634,28634,Colombia,South America,kg,COP,125,P,Arabica,Jan-1967,759.22,6.07
28635,28635,Venezuela,South America,SQ,VEB,1,G,Arabica,Jan-1967,123.0,2.68
29217,29217,Burundi,Africa,kg,BIF,1,P,Arabica,Feb-1967,36.0,36.0
29218,29218,Cameroon,Africa,kg,XAF,1,G,Robusta,Feb-1967,115.0,115.0
29219,29219,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Feb-1967,90.0,90.0
29220,29220,Ethiopia,Africa,kg,ETB,17,G,Arabica,Feb-1967,20.98,1.23
29221,29221,Gabon,Africa,kg,XAF,1,D,Robusta,Feb-1967,50.0,50.0
29222,29222,Kenya,Africa,kg,KES,50,G,Arabica,Feb-1967,261.0,5.22
29223,29223,Madagascar,Africa,kg,MGF,1,G,Robusta,Feb-1967,100.0,100.0
29224,29224,Togo,Africa,kg,XAF,1,G,Robusta,Feb-1967,70.0,70.0
29226,29226,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Feb-1967,258.38,5.63
29228,29228,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Feb-1967,33.17,0.72
29229,29229,Brazil,South America,kg,CRZ,60,G,Arabica,Feb-1967,26.46,0.44
29230,29230,Colombia,South America,kg,COP,125,P,Arabica,Feb-1967,759.22,6.07
29231,29231,Venezuela,South America,SQ,VEB,1,G,Arabica,Feb-1967,123.0,2.68
29813,29813,Burundi,Africa,kg,BIF,1,P,Arabica,Mar-1967,36.0,36.0
29814,29814,Cameroon,Africa,kg,XAF,1,G,Robusta,Mar-1967,115.0,115.0
29815,29815,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Mar-1967,90.0,90.0
29816,29816,Ethiopia,Africa,kg,ETB,17,G,Arabica,Mar-1967,20.98,1.23
29817,29817,Gabon,Africa,kg,XAF,1,D,Robusta,Mar-1967,50.0,50.0
29818,29818,Kenya,Africa,kg,KES,50,G,Arabica,Mar-1967,261.0,5.22
29819,29819,Madagascar,Africa,kg,MGF,1,G,Robusta,Mar-1967,100.0,100.0
29820,29820,Togo,Africa,kg,XAF,1,G,Robusta,Mar-1967,70.0,70.0
29822,29822,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Mar-1967,258.38,5.63
29824,29824,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Mar-1967,33.17,0.72
29825,29825,Brazil,South America,kg,CRZ,60,G,Arabica,Mar-1967,26.46,0.44
29826,29826,Colombia,South America,kg,COP,125,P,Arabica,Mar-1967,759.22,6.07
29827,29827,Venezuela,South America,SQ,VEB,1,G,Arabica,Mar-1967,123.0,2.68
30409,30409,Burundi,Africa,kg,BIF,1,P,Arabica,Apr-1967,35.0,35.0
30410,30410,Cameroon,Africa,kg,XAF,1,G,Robusta,Apr-1967,115.0,115.0
30411,30411,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Apr-1967,90.0,90.0
30412,30412,Ethiopia,Africa,kg,ETB,17,G,Arabica,Apr-1967,20.98,1.23
30413,30413,Gabon,Africa,kg,XAF,1,D,Robusta,Apr-1967,50.0,50.0
30414,30414,Kenya,Africa,kg,KES,50,G,Arabica,Apr-1967,261.0,5.22
30415,30415,Madagascar,Africa,kg,MGF,1,G,Robusta,Apr-1967,105.0,105.0
30416,30416,Togo,Africa,kg,XAF,1,G,Robusta,Apr-1967,70.0,70.0
30418,30418,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Apr-1967,258.38,5.63
30420,30420,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Apr-1967,33.17,0.72
30421,30421,Brazil,South America,kg,CRZ,60,G,Arabica,Apr-1967,39.68,0.66
30422,30422,Colombia,South America,kg,COP,125,P,Arabica,Apr-1967,759.22,6.07
30423,30423,Venezuela,South America,SQ,VEB,1,G,Arabica,Apr-1967,164.4,3.58
31005,31005,Burundi,Africa,kg,BIF,1,P,Arabica,May-1967,35.0,35.0
31006,31006,Cameroon,Africa,kg,XAF,1,G,Robusta,May-1967,115.0,115.0
31007,31007,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,May-1967,90.0,90.0
31008,31008,Ethiopia,Africa,kg,ETB,17,G,Arabica,May-1967,20.98,1.23
31009,31009,Gabon,Africa,kg,XAF,1,D,Robusta,May-1967,50.0,50.0
31010,31010,Kenya,Africa,kg,KES,50,G,Arabica,May-1967,261.0,5.22
31011,31011,Madagascar,Africa,kg,MGF,1,G,Robusta,May-1967,105.0,105.0
31012,31012,Togo,Africa,kg,XAF,1,G,Robusta,May-1967,70.0,70.0
31014,31014,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,May-1967,258.38,5.63
31016,31016,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,May-1967,33.17,0.72
31017,31017,Brazil,South America,kg,CRZ,60,G,Arabica,May-1967,39.68,0.66
31018,31018,Colombia,South America,kg,COP,125,P,Arabica,May-1967,759.22,6.07
31019,31019,Venezuela,South America,SQ,VEB,1,G,Arabica,May-1967,164.0,3.57
31601,31601,Burundi,Africa,kg,BIF,1,P,Arabica,Jun-1967,35.0,35.0
31602,31602,Cameroon,Africa,kg,XAF,1,G,Robusta,Jun-1967,115.0,115.0
31603,31603,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Jun-1967,90.0,90.0
31604,31604,Ethiopia,Africa,kg,ETB,17,G,Arabica,Jun-1967,20.98,1.23
31605,31605,Gabon,Africa,kg,XAF,1,D,Robusta,Jun-1967,50.0,50.0
31606,31606,Kenya,Africa,kg,KES,50,G,Arabica,Jun-1967,261.0,5.22
31607,31607,Madagascar,Africa,kg,MGF,1,G,Robusta,Jun-1967,105.0,105.0
31608,31608,Togo,Africa,kg,XAF,1,G,Robusta,Jun-1967,70.0,70.0
